position,product_id,source_url,external_id,affiliate_url,apply_status,error_message,applied_at
12,6a4b6369-80fc-4d32-a143-624cdc225d6e,https://www.mercadolivre.com.br/p/MLB35973271,MLB5923674106,,PENDING,,
13,a4196ff0-9fb3-491f-b30c-a282fa31dddc,https://www.mercadolivre.com.br/p/MLB35973271,MLB6025684184,,PENDING,,
14,391bbe7b-05c2-425a-9c6b-70aead82b453,https://www.mercadolivre.com.br/p/MLB35973271,MLB4362272979,,PENDING,,
15,63f28287-50e5-4e75-8a27-420f8f36c256,https://www.mercadolivre.com.br/p/MLB43319779,MLB4424730823,,PENDING,,
16,1dde0672-c9b5-45d0-ad77-1e97353fd91f,https://www.mercadolivre.com.br/p/MLB43319779,MLB4467708909,,PENDING,,
17,08d6b436-11a6-45b2-a701-d2f8856cf3ff,https://www.mercadolivre.com.br/p/MLB43319779,MLB4374867921,,PENDING,,
18,e4d28cf0-6aa8-41a0-a7ac-421511f974d1,https://www.mercadolivre.com.br/p/MLB43319779,MLB4467335007,,PENDING,,
19,3ae790a7-1dd3-4c97-aab2-ba8d3ebc5b0c,https://www.mercadolivre.com.br/p/MLB35973271,MLB5929723640,,PENDING,,
20,8efc6c4b-8819-4ef5-acd5-84294e5eb1d3,https://www.mercadolivre.com.br/p/MLB35973271,MLB5909533668,,PENDING,,
21,4bbe0b39-d3fd-4310-992e-7d0c0e70a8ad,https://www.mercadolivre.com.br/p/MLB35973271,MLB5303361832,,PENDING,,
22,ba6e2cb9-1990-4641-9b84-e1c73ebfeefa,https://www.mercadolivre.com.br/p/MLB43319779,MLB4357928709,,PENDING,,
23,e54790e1-02d9-483a-a609-a2a555c81b55,https://www.mercadolivre.com.br/p/MLB35973271,MLB6028978236,,PENDING,,
24,3f139ec1-a04a-4130-a389-63db154c1352,https://produto.mercadolivre.com.br/MLB-4200071775-kit-3-bermuda-masculina-tactel-com-elastano-academia-treino-_JM?matt_tool=38524122#origin=share&sid=share,MLB4200071775,,PENDING,,
25,bae14f83-953e-4029-b7cd-b342841d51ed,https://produto.mercadolivre.com.br/MLB-3977796201-conjunto-academia-feminino-look-fitness-short-e-top-bolsos-_JM?matt_tool=38524122#origin=share&sid=share,MLB3977796201,,PENDING,,
26,07a39599-9232-40ea-817a-8f4baadab92c,https://produto.mercadolivre.com.br/MLB-5377923108-kit-legging-leg-feminino-academia-duplo-bolso-2-unidades-_JM?matt_tool=38524122#origin=share&sid=share,MLB5377923108,,PENDING,,
27,d979f301-e967-46a5-b0ff-f760c550b5f3,https://produto.mercadolivre.com.br/MLB-5312509970-conjunto-academia-top-e-calca-plus-size-com-bolso-treino-_JM?matt_tool=38524122#origin=share&sid=share,MLB5312509970,,PENDING,,
28,cd28f31a-849b-47a3-8f2c-94bdc076d5e8,https://produto.mercadolivre.com.br/MLB-5314157292-conjunto-sports-zero-transparncia-feminino-2-pecas-_JM?matt_tool=38524122#origin=share&sid=share,MLB5314157292,,PENDING,,
29,8bfc0ddb-ea27-4fea-8667-f0b4ac855a42,https://www.mercadolivre.com.br/p/MLB35390523,MLB3649470179,,PENDING,,
30,22da2fc2-fa62-40ad-809c-5a8fb607e128,https://www.mercadolivre.com.br/p/MLB27060639,MLB4084084526,,PENDING,,
